2016-11-09	06:36:53.040081	KitchenADiningChair	ON	Guardare_Tv begin
2016-11-09	06:37:17.160886	KitchenADiningChair	OFF
2016-11-09	06:37:41.286665	KitchenADiningChair	ON
2016-11-09	06:38:14.355201	KitchenAStove	ON
2016-11-09	06:38:14.864278	KitchenAStove	OFF
2016-11-09	06:38:21.773576	MainEntryway	ON
2016-11-09	06:38:21.872965	MainEntryway	OFF
2016-11-09	06:38:21.976486	MainEntryway	ON
2016-11-09	06:38:22.071213	MainEntryway	OFF
2016-11-09	06:38:22.177068	MainEntryway	ON
2016-11-09	06:38:23.173710	KitchenAArea	ON
2016-11-09	06:38:26.682944	MainEntryway	OFF
2016-11-09	06:38:26.922476	KitchenAArea	OFF
2016-11-09	06:38:27.857307	KitchenAArea	ON
2016-11-09	06:38:28.983148	KitchenAArea	OFF
2016-11-09	06:38:37.983542	KitchenAArea	ON
2016-11-09	06:38:40.234152	KitchenAArea	OFF
2016-11-09	06:38:45.611501	KitchenADiningChair	OFF
2016-11-09	06:39:01.696547	KitchenADiningChair	ON
2016-11-09	06:39:11.354617	KitchenAArea	ON
2016-11-09	06:39:12.481892	KitchenAArea	OFF
2016-11-09	06:39:26.704529	KitchenAStove	ON
2016-11-09	06:39:27.827033	KitchenAStove	OFF
2016-11-09	06:39:28.606789	KitchenAArea	ON
2016-11-09	06:39:32.354532	KitchenAArea	OFF
2016-11-09	06:39:41.724575	KitchenAArea	ON
2016-11-09	06:39:44.538054	KitchenAArea	OFF
2016-11-09	06:39:53.138276	KitchenAStove	ON
2016-11-09	06:39:54.259936	KitchenAStove	OFF
2016-11-09	06:39:55.412272	KitchenAArea	ON
2016-11-09	06:39:57.983398	KitchenADiningChair	OFF
2016-11-09	06:39:59.910553	KitchenAArea	OFF
2016-11-09	06:40:06.023184	KitchenADiningChair	ON
2016-11-09	06:40:08.722976	DiningRoomAArea	ON
2016-11-09	06:40:12.276669	DiningRoomAArea	OFF
2016-11-09	06:40:14.066220	KitchenADiningChair	OFF
2016-11-09	06:40:17.150877	DiningRoomAArea	ON
2016-11-09	06:40:19.776423	DiningRoomAArea	OFF
2016-11-09	06:40:22.106422	KitchenADiningChair	ON
2016-11-09	06:40:22.211369	DiningRoomAArea	ON
2016-11-09	06:40:23.334589	DiningRoomAArea	OFF
2016-11-09	06:40:27.275494	DiningRoomAArea	ON
2016-11-09	06:40:28.397077	DiningRoomAArea	OFF
2016-11-09	06:40:28.528892	BedroomBBed	ON
2016-11-09	06:40:29.333858	DiningRoomAArea	ON
2016-11-09	06:40:29.649574	BedroomBBed	OFF
